id, username, created_at, lng, lat, text
1253061879137787906, AMMAR_ALQAHTANI, Wed Apr 22 20:43:27 +0000 2020, -83.654079, 32.848817, @Skhattaf كل العالم ضده وليس فقط #امريكا ... ماعدا الصين 
1253061879469150212, TheRealBabyPink, Wed Apr 22 20:43:27 +0000 2020, -79.861034, 35.170499, If I Ever Tell You Something n You Hype Me Up n Tell Me You Support My Decision. When You Get Mad At Me... Don’t Be… https://t.co/FQ6Hl2lc0T 
1253061879230083072, guevamarc, Wed Apr 22 20:43:27 +0000 2020, -95.446486, 29.838495, https://t.co/jJM1g1I7RB 
1253061879972298752, shedashing, Wed Apr 22 20:43:27 +0000 2020, -105.550890, 38.997936, I swear I probably have the most unhealthy relationship with them too and can’t let go 😂 they make it worth it 
1253061880299565056, kikikanbraid, Wed Apr 22 20:43:27 +0000 2020, -81.705467, 41.495940, @JTyje 😂😂 chill 
1253061880555335680, Dougout04, Wed Apr 22 20:43:27 +0000 2020, -122.435979, 37.770657, @clake1214 Never know what one finds cleaning their room—where you living these days and where are you working? 
1253061880916185091, UncleRickyology, Wed Apr 22 20:43:27 +0000 2020, -94.378231, 38.916093, I been overdosing on gospel music lately 
1253061880387637248, thefreddyschurr, Wed Apr 22 20:43:27 +0000 2020, -83.804475, 27.698682, @pulte let give this a try, does it work? https://t.co/o5bgAAbbnp 
1253061880924561409, chemkari, Wed Apr 22 20:43:27 +0000 2020, -85.950051, 39.963761, @FHSTigers Congrats Bianca!  We are proud of all of the hours you volunteered as well with Key Club! 
1253061880861556741, AlexNickel15, Wed Apr 22 20:43:27 +0000 2020, -77.101999, 38.880845, Or.. as summer arrives, do we dig out our shorts or do we just cut our legs off? #spring2020 https://t.co/3omomcUULa 
1253061881389957120, TheRealDoah, Wed Apr 22 20:43:27 +0000 2020, -117.671611, 33.646347, @johnmarkmc Bees flew past the flueThe chimney is infestedMy honey's fireplace 
1253061881562124288, Ivory_Era, Wed Apr 22 20:43:27 +0000 2020, -94.128634, 30.086918, Top 5 blockbuster rental 
1253061881931206662, hoopstamama, Wed Apr 22 20:43:28 +0000 2020, -75.770041, 42.746617, Teachers and students #panicatthedesko 🤣🤣 get it?? @PanicAtTheDisco 
1253061881939533832, thebastardsmom, Wed Apr 22 20:43:28 +0000 2020, -106.404251, 31.810583, @ParZevil Fallen Angel on netflix 
1253061882555985921, lilerq74, Wed Apr 22 20:43:28 +0000 2020, -117.754551, 40.950586, @obvious_shirts Signed Caddyshack movie poster by Murraychase and Dangerfield 
1253061882551959553, visionexpensive, Wed Apr 22 20:43:28 +0000 2020, -96.761753, 32.819858, omg 
1253061882656718849, Tobin_Abraham, Wed Apr 22 20:43:28 +0000 2020, -97.754724, 30.323346, So much fun and so much pain 😭 
1253061882845356032, SB408, Wed Apr 22 20:43:28 +0000 2020, -121.873730, 37.331159, I haven’t did shit today, but get electrocuted. 
